"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Points:0","Points:1","Points:2"
362.7,3387.6,-138.55,0,1.429e+08,2.9342e+06,538.03,0.082936,-11.789,3.2959,0
362.71,3379.5,-115.92,0,1.4291e+08,2.9343e+06,538.03,0.082709,-12.023,3.4553,0
362.73,3360.4,-136.92,0,1.4291e+08,2.9346e+06,538.04,0.082244,-11.754,3.5795,0
362.75,3336.9,-117.2,0,1.4292e+08,2.9348e+06,538.04,0.081639,-11.837,3.9416,0
362.61,3655.3,-965.2,0,1.4287e+08,2.933e+06,538.02,0.092579,-8.8419,3.2116,0
362.66,3577.3,-851.72,0,1.4289e+08,2.9338e+06,538.03,0.089992,-9.1451,3.3182,0
23.296,5365.2,20.346,0,8.8741e+06,4.9244e+05,477.58,1.6754,11.186,1.8927,0
23.458,5390.1,55.617,0,8.9364e+06,4.955e+05,477.69,1.6731,10.916,1.9428,0
23.735,5436.1,50.382,0,9.0434e+06,5.007e+05,477.87,1.6702,11.109,2.1855,0
23.885,5458.1,87.648,0,9.1011e+06,5.0352e+05,477.96,1.6679,10.825,2.1568,0
23.2,5349,61.182,0,8.8367e+06,4.9062e+05,477.52,1.6766,10.761,1.7299,0
28.071,5997.8,713.99,0,1.0706e+07,5.8032e+05,480.44,1.6063,7.6331,1.6847,0
28.856,6084.9,811.25,0,1.1006e+07,5.9433e+05,480.87,1.595,7.3995,1.7423,0
103.36,11898,674.07,0,4.0087e+07,1.4842e+06,504.34,1.3319,3.1193,0.33231,0
116.32,12559,659.9,0,4.5208e+07,1.5743e+06,507.03,1.3444,2.8253,0.27194,0
27.963,5996,703.34,0,1.0667e+07,5.7839e+05,480.38,1.6107,7.4507,1.4593,0
362.68,3391.5,-21.197,0,1.4289e+08,2.934e+06,538.03,0.082983,-12.978,4.3168,0
361.79,4424.9,-2216.2,0,1.4256e+08,2.923e+06,537.95,0.12228,-6.7623,2.7207,0
361.83,4364.1,-1977.6,0,1.4257e+08,2.9235e+06,537.95,0.11833,-6.9818,2.6475,0
354.86,8674.8,-501.44,0,1.3986e+08,2.8418e+06,537.31,0.23154,-4.4998,0.19186,0
354.03,8979.8,-929.96,0,1.3953e+08,2.8326e+06,537.23,0.24271,-4.3667,0.40829,0
362.28,3900.5,-1158.5,0,1.4274e+08,2.9289e+06,537.99,0.099999,-8.2122,2.6614,0
362.38,3848.9,-970.16,0,1.4278e+08,2.9302e+06,538,0.097444,-8.5113,2.5474,0
362.43,3812.3,-1110.1,0,1.428e+08,2.9308e+06,538.01,0.097423,-8.3965,2.8795,0
22.236,5203,7.9227,0,8.467e+06,4.7229e+05,476.87,1.6927,9.8594,0.16721,0
22.31,5215.1,12.095,0,8.4954e+06,4.7369e+05,476.92,1.6917,9.6189,0.17279,0
22.264,5207.6,17.443,0,8.478e+06,4.7283e+05,476.89,1.6923,9.9835,0.34246,0
362.25,4038,-1740.9,0,1.4273e+08,2.9286e+06,537.99,0.10811,-7.4398,3.0151,0
361.76,4458.3,-1286.9,0,1.4254e+08,2.9225e+06,537.95,0.11469,-7.4572,1.9767,0
362.71,3358.6,-51.263,0,1.429e+08,2.9342e+06,538.03,0.082165,-12.311,4.1427,0
362.7,3368.3,-66.425,0,1.429e+08,2.9341e+06,538.03,0.082416,-12.33,3.9214,0
362.69,3381.5,-46.03,0,1.429e+08,2.934e+06,538.03,0.082737,-12.601,3.962,0
362.7,3381.1,-69.659,0,1.429e+08,2.9341e+06,538.03,0.082732,-12.443,3.6961,0
362.38,3849.7,-795.76,0,1.4278e+08,2.9302e+06,538,0.096499,-8.7457,2.2816,0
361.86,4449.6,-2902.7,0,1.4259e+08,2.9239e+06,537.96,0.13116,-6.2946,2.9566,0
361.36,4718.5,-3077.3,0,1.424e+08,2.9177e+06,537.91,0.13984,-6.0602,2.8205,0
361.48,4693.9,-2753.5,0,1.4244e+08,2.9193e+06,537.92,0.13491,-6.3365,2.7121,0
361.19,5041.8,-417.23,0,1.4232e+08,2.9154e+06,537.89,0.12583,-7.1836,0.47499,0
361.04,5186.8,-192.9,0,1.4226e+08,2.9136e+06,537.88,0.12931,-7.0175,0.23008,0
361.33,4943.8,-174.31,0,1.4237e+08,2.9172e+06,537.91,0.12285,-7.2913,0.19104,0
361.49,4658.6,-2069.2,0,1.4244e+08,2.9193e+06,537.92,0.12636,-6.7399,2.42,0
361.69,4508.2,-1806.8,0,1.4251e+08,2.9216e+06,537.94,0.12014,-7.0335,2.3906,0
22.135,5187,0.8638,0,8.4284e+06,4.7036e+05,476.8,1.6943,10.804,0.17914,0
361.48,4682,-1730.9,0,1.4243e+08,2.9191e+06,537.92,0.12376,-6.9235,2.1418,0
362.69,3369.9,-15.479,0,1.429e+08,2.9341e+06,538.03,0.082446,-12.558,4.5776,0
362.6,3527.8,-15.637,0,1.4286e+08,2.9329e+06,538.02,0.086392,-12.889,0.45725,0
362.6,3530.4,-24.079,0,1.4286e+08,2.9329e+06,538.02,0.08646,-12.75,0.61688,0
362.6,3540.6,-17.505,0,1.4286e+08,2.9328e+06,538.02,0.086716,-12.593,0.41868,0
22.294,5211,-4.4466,0,8.4891e+06,4.734e+05,476.91,1.6914,11.203,0.77265,0
22.215,5199.2,-4.5296,0,8.4589e+06,4.7189e+05,476.86,1.6929,11.271,0.5134,0
22.203,5197.9,1.2596,0,8.4545e+06,4.7166e+05,476.85,1.6933,10.995,0.56533,0
344.66,10974,-3035.5,0,1.3585e+08,2.737e+06,536.36,0.33796,-3.157,1.2762,0
343.44,11494,-2617.2,0,1.3538e+08,2.7256e+06,536.25,0.3543,-3.0266,1.0734,0
102.35,11691,1341.3,0,3.9675e+07,1.4766e+06,504.13,1.3205,3.1109,0.62921,0
94.196,11368,1170.7,0,3.6472e+07,1.4118e+06,502.31,1.3286,3.2733,0.54058,0
103.95,11697,1912.3,0,4.0307e+07,1.4886e+06,504.47,1.3218,2.9996,0.87001,0
104.41,11558,2496.7,0,4.0486e+07,1.4921e+06,504.58,1.3162,2.8508,1.129,0
93.274,11001,2449.1,0,3.6097e+07,1.4041e+06,502.1,1.316,3.1036,1.1018,0
92.415,11117,1780.9,0,3.5764e+07,1.3969e+06,501.91,1.3202,3.2525,0.82623,0
344.75,11663,-1362.4,0,1.359e+08,2.738e+06,536.37,0.3482,-3.0891,0.56916,0
346.88,11275,-759.55,0,1.3674e+08,2.7586e+06,536.57,0.32775,-3.3303,0.32171,0
25.413,5669.9,314.53,0,9.6867e+06,5.3196e+05,478.91,1.6442,9.9039,2.4562,0
348.87,10228,-2549,0,1.3751e+08,2.7784e+06,536.76,0.29938,-3.575,1.1146,0
362.67,3405.1,-12.482,0,1.4289e+08,2.9338e+06,538.03,0.083324,-13.635,4.2289,0
347.25,10346,-3086.3,0,1.3687e+08,2.7622e+06,536.6,0.31192,-3.4114,1.3197,0
24.67,5568.8,241.36,0,9.4021e+06,5.1819e+05,478.45,1.6559,10.017,2.3031,0
348.8,10711,-1122.4,0,1.3749e+08,2.7777e+06,536.75,0.30612,-3.5475,0.47577,0
362.57,3569.5,-335.69,0,1.4285e+08,2.9326e+06,538.02,0.087828,-10.387,2.2983,0
362.6,3523.6,-363.16,0,1.4286e+08,2.9329e+06,538.02,0.086753,-10.385,2.5424,0
362.62,3504.1,-14.568,0,1.4287e+08,2.9332e+06,538.02,0.085795,-13.632,0.7712,0
63.74,9201.5,2324.3,0,2.4523e+07,1.1067e+06,494.43,1.3626,3.9075,1.2022,0
64.953,9154,2828.9,0,2.4997e+07,1.1211e+06,494.78,1.3596,3.7453,1.4325,0
56.894,8522.4,2808.2,0,2.1854e+07,1.0217e+06,492.31,1.3868,4.0223,1.5037,0
82.272,10429,2373.9,0,3.1777e+07,1.3052e+06,499.46,1.327,3.3423,1.0416,0
82.776,10378,2772,0,3.1977e+07,1.31e+06,499.59,1.3286,3.2231,1.2977,0
57.211,8699.8,2283,0,2.1978e+07,1.0258e+06,492.42,1.3849,4.175,1.2485,0
85.807,10880,1302.4,0,3.3172e+07,1.3384e+06,500.33,1.3311,3.4569,0.60763,0
66.817,9659.2,1426.9,0,2.5732e+07,1.1427e+06,495.33,1.3617,3.9579,0.70823,0
72.098,9787.6,2371,0,2.7791e+07,1.2017e+06,496.81,1.3427,3.6228,1.1321,0
78.982,10334,1901.4,0,3.0488e+07,1.2731e+06,498.63,1.3319,3.5194,0.8705,0
23.876,5456.5,34.91,0,9.0975e+06,5.0336e+05,477.96,1.6678,11.376,2.3546,0
24.167,5497.8,74.282,0,9.2087e+06,5.0881e+05,478.14,1.6629,11.16,2.4436,0
24.389,5534.9,67.355,0,9.295e+06,5.1296e+05,478.28,1.6608,11.321,2.6144,0
73.762,9787.9,2826.4,0,2.8443e+07,1.2194e+06,497.26,1.3408,3.4686,1.3453,0
24.96,5628.4,110.48,0,9.5168e+06,5.2359e+05,478.64,1.6555,11.244,2.8845,0
24.634,5575.6,52.835,0,9.3902e+06,5.1753e+05,478.44,1.6585,11.502,2.8016,0
24.7,5582.7,117.04,0,9.4152e+06,5.1877e+05,478.48,1.657,11.061,2.6762,0
349.58,10375,-1586.5,0,1.378e+08,2.7857e+06,536.82,0.29585,-3.6152,0.6815,0
362.61,3518.5,-14.768,0,1.4287e+08,2.933e+06,538.02,0.086159,-13.149,0.52009,0
350.31,10039,-2053.5,0,1.3808e+08,2.7932e+06,536.89,0.28663,-3.733,0.91945,0
350.85,9638.4,-2553.1,0,1.3829e+08,2.7987e+06,536.94,0.27734,-3.8287,1.193,0
349.51,9692.4,-3091.9,0,1.3776e+08,2.7849e+06,536.81,0.28701,-3.6906,1.4078,0
362.62,3506.1,-22.137,0,1.4287e+08,2.9332e+06,538.02,0.085846,-13.364,0.94317,0
342.46,11967,-1984.8,0,1.35e+08,2.7166e+06,536.16,0.36827,-2.9106,0.78641,0
351.66,9012.8,-3071.4,0,1.386e+08,2.8072e+06,537.01,0.26256,-3.9553,1.4864,0
352.49,9171,-2589.4,0,1.3893e+08,2.8161e+06,537.09,0.26045,-4.0622,1.2582,0
114.4,12259,1909.5,0,4.4441e+07,1.5618e+06,506.65,1.3341,2.7513,0.82816,0
111.27,12200,1317.7,0,4.3206e+07,1.5408e+06,506.01,1.333,2.9097,0.57694,0
362.67,3410.1,-17.24,0,1.4289e+08,2.9338e+06,538.03,0.083448,-13.646,3.9456,0
362.63,3498.4,-19.693,0,1.4287e+08,2.9332e+06,538.03,0.085652,-13.644,1.0896,0
306.95,16285,-407.98,0,1.2099e+08,2.4546e+06,532.8,0.68429,-1.0859,0.26507,0
22.315,5213.9,-13.368,0,8.4971e+06,4.738e+05,476.93,1.691,11.526,0.69952,0
313.24,15835,-927.97,0,1.2348e+08,2.4936e+06,533.41,0.63294,-1.3118,0.49608,0
275.4,17094,-305.3,0,1.0846e+08,2.2867e+06,529.66,0.89482,-0.24026,0.47425,0
287.02,16869,-504.4,0,1.1307e+08,2.3444e+06,530.84,0.81982,-0.54972,0.52547,0
278.72,16903,-588.31,0,1.0977e+08,2.3028e+06,530,0.86711,-0.38661,0.77008,0
69.239,9714.2,1883,0,2.6674e+07,1.1702e+06,496.02,1.3508,3.8016,0.92708,0
290.53,16630,-924.42,0,1.1446e+08,2.3626e+06,531.19,0.79002,-0.68445,0.81166,0
362.68,3403.4,-19.129,0,1.4289e+08,2.9338e+06,538.03,0.083281,-13.385,4.0279,0
25.261,5672.9,158.44,0,9.6326e+06,5.2916e+05,478.82,1.6517,11,2.9583,0
25.033,5631.3,168.1,0,9.5431e+06,5.2494e+05,478.68,1.6526,10.809,2.7482,0
339.92,12111,-2624.9,0,1.3399e+08,2.6935e+06,535.92,0.38609,-2.7326,1.0643,0
24.108,5492,23.988,0,9.1867e+06,5.077e+05,478.11,1.6645,11.56,2.5058,0
321.17,15194,-893.35,0,1.2661e+08,2.5465e+06,534.16,0.56704,-1.6344,0.44757,0
361.44,4808.2,-299.84,0,1.4241e+08,2.9184e+06,537.91,0.1195,-7.4726,0.38533,0
361.56,4710.1,-129.34,0,1.4246e+08,2.92e+06,537.93,0.11672,-7.5865,0.19787,0
304.27,16287,-857.69,0,1.1992e+08,2.4388e+06,532.55,0.69963,-1.0271,0.54997,0
362.62,3511.6,-3.6164,0,1.4287e+08,2.9332e+06,538.02,0.085979,-13.604,0.18032,0
351.96,9474.6,-2140.7,0,1.3873e+08,2.8105e+06,537.04,0.26698,-4.0158,0.99357,0
22.242,5203.2,-8.5121,0,8.4693e+06,4.7241e+05,476.88,1.6924,11.558,0.44019,0
182.36,15509,790.85,0,7.1436e+07,1.8965e+06,518.26,1.3451,1.4674,0.45373,0
215.73,16553,588.8,0,8.4717e+07,2.0287e+06,522.82,1.2132,0.86062,0.54372,0
127.7,12950,1786.9,0,4.971e+07,1.6435e+06,509.23,1.3526,2.4518,0.77146,0
116.2,12200,2395.8,0,4.5145e+07,1.5736e+06,507.01,1.3294,2.5675,1.0698,0
123.08,12821,1265,0,4.7879e+07,1.6164e+06,508.35,1.3501,2.6518,0.53,0
61.748,9179.9,1860,0,2.3749e+07,1.0827e+06,493.83,1.3721,4.0935,0.97759,0
25.077,5650.9,53.303,0,9.5629e+06,5.2577e+05,478.71,1.6551,11.588,3.044,0
63.603,9501.5,1029.5,0,2.4481e+07,1.1051e+06,494.39,1.374,4.1506,0.5133,0
362.53,3598.1,-192.12,0,1.4284e+08,2.9321e+06,538.02,0.088306,-10.934,1.6377,0
337.62,13068,-1258.9,0,1.331e+08,2.6736e+06,535.71,0.41854,-2.5239,0.49178,0
362.57,3563.2,-197.56,0,1.4285e+08,2.9325e+06,538.02,0.087428,-11.048,1.8974,0
338.7,12643,-1928.9,0,1.3352e+08,2.6829e+06,535.81,0.40334,-2.6287,0.77406,0
353.54,8981,-2229.9,0,1.3935e+08,2.8274e+06,537.19,0.25009,-4.2544,1.0966,0
353.73,8683.5,-2740.5,0,1.3942e+08,2.8294e+06,537.21,0.24559,-4.2496,1.3787,0
354.12,8823.5,-1378.6,0,1.3957e+08,2.8337e+06,537.24,0.23985,-4.3642,0.66758,0
296.04,16712,-352.48,0,1.1666e+08,2.3922e+06,531.74,0.76262,-0.74632,0.30686,0
296.38,16564,-731.31,0,1.1679e+08,2.3941e+06,531.77,0.75459,-0.79797,0.60361,0
362.68,3397.4,-17.863,0,1.4289e+08,2.9339e+06,538.03,0.083132,-13.22,4.2337,0
362.61,3513.8,-20.016,0,1.4287e+08,2.9331e+06,538.02,0.08604,-13.22,0.76562,0
24.363,5526.4,115.3,0,9.2841e+06,5.1247e+05,478.26,1.66,10.882,2.4316,0
59.526,9105.5,1461.9,0,2.2887e+07,1.0552e+06,493.15,1.3833,4.2543,0.77933,0
27.15,5887.2,599.74,0,1.0353e+07,5.6373e+05,479.92,1.619,7.7553,1.3976,0
263.58,17184,-124.8,0,1.0376e+08,2.2314e+06,528.41,0.96518,-0.013853,0.54581,0
265.51,17025,-281.87,0,1.0451e+08,2.2402e+06,528.62,0.94563,-0.10456,0.75729,0
53.676,8333.1,2547.7,0,2.0602e+07,9.7932e+05,491.24,1.401,4.2231,1.4258,0
51.159,8178.6,2291.3,0,1.9623e+07,9.4509e+05,490.39,1.412,4.4301,1.3431,0
55.101,8652,1873.2,0,2.1161e+07,9.9832e+05,491.73,1.398,4.3737,1.0386,0
50.246,7934.9,2781,0,1.9268e+07,9.3241e+05,490.07,1.4158,4.3061,1.6312,0
268.88,17187,-103.88,0,1.0587e+08,2.2558e+06,528.97,0.93576,-0.054517,0.27137,0
362.66,3453.8,-238.96,0,1.4289e+08,2.9337e+06,538.03,0.08473,-11.097,2.7678,0
362.67,3440.3,-310.15,0,1.4289e+08,2.9338e+06,538.03,0.084528,-10.771,2.9284,0
362.61,3521.2,-22.501,0,1.4287e+08,2.933e+06,538.02,0.086227,-12.978,0.68265,0
229.67,16852,348.37,0,9.0266e+07,2.0852e+06,524.55,1.1441,0.59164,0.55452,0
245.04,17091,98.018,0,9.638e+07,2.1496e+06,526.36,1.0659,0.36452,0.42615,0
130.41,13250,624.56,0,5.0789e+07,1.6587e+06,509.73,1.3626,2.5408,0.24748,0
137.91,13555,1137.9,0,5.3762e+07,1.699e+06,511.09,1.3698,2.3432,0.46032,0
176.4,15307,436.74,0,6.9064e+07,1.8724e+06,517.37,1.3608,1.6375,0.22693,0
361.66,4609.7,-242.55,0,1.425e+08,2.9212e+06,537.94,0.11422,-7.7599,0.40123,0
361.74,4526.2,-114.65,0,1.4253e+08,2.9221e+06,537.94,0.11194,-7.8842,0.20842,0
355.36,8343.2,-1457.2,0,1.4005e+08,2.8474e+06,537.36,0.22447,-4.6477,0.74821,0
354.49,8666.8,-1840.8,0,1.3972e+08,2.8378e+06,537.28,0.23702,-4.4472,0.94281,0
355.73,8290.8,-552.84,0,1.402e+08,2.8515e+06,537.39,0.21933,-4.7073,0.28658,0
356.23,8039.7,-1019.6,0,1.4039e+08,2.8571e+06,537.44,0.21278,-4.8472,0.54349,0
355.08,8545.2,-998.79,0,1.3995e+08,2.8443e+06,537.33,0.22869,-4.5749,0.45916,0
25.142,5659.2,94.901,0,9.5876e+06,5.2696e+05,478.75,1.654,11.386,3.0371,0
362.32,3912.5,-455.12,0,1.4276e+08,2.9294e+06,538,0.096756,-9.1579,1.4812,0
362.38,3830.7,-462.48,0,1.4278e+08,2.9302e+06,538,0.094719,-9.3323,1.6923,0
354.91,8427.3,-2361.1,0,1.3988e+08,2.8425e+06,537.32,0.23306,-4.5224,1.2367,0
282.72,17044,-187.49,0,1.1137e+08,2.3226e+06,530.41,0.85183,-0.40248,0.24658,0
46.716,7732.4,2504.5,0,1.7904e+07,8.8209e+05,488.78,1.4424,4.5527,1.5474,0
45.889,7730.2,2181.6,0,1.7581e+07,8.7006e+05,488.48,1.4442,4.7389,1.3819,0
49.389,8151.5,1854.9,0,1.894e+07,9.2042e+05,489.77,1.4249,4.6436,1.1282,0
46.17,7574.4,2701.2,0,1.7686e+07,8.7414e+05,488.58,1.4394,4.5466,1.7702,0
48.467,8303.2,754.14,0,1.8592e+07,9.0732e+05,489.43,1.4405,4.8216,0.48113,0
356.24,7874,-2424.7,0,1.404e+08,2.8575e+06,537.44,0.21626,-4.7611,1.3651,0
355.76,8154.3,-1940.6,0,1.4021e+08,2.8519e+06,537.4,0.22119,-4.7108,1.0561,0
356.5,7880.8,-429.62,0,1.4049e+08,2.8601e+06,537.46,0.20662,-4.9148,0.25732,0
356.99,7647.6,-770.27,0,1.4068e+08,2.8657e+06,537.51,0.20015,-5.0547,0.45813,0
357.21,7594.9,-1177.6,0,1.4077e+08,2.8684e+06,537.53,0.19965,-5.1122,0.70564,0
356.54,7869.8,-1537.1,0,1.4052e+08,2.8608e+06,537.47,0.2098,-4.9189,0.8894,0
357.35,7452.2,-374.32,0,1.4083e+08,2.8699e+06,537.54,0.19353,-5.1607,0.25573,0
145.48,13672,2008.2,0,5.6756e+07,1.7369e+06,512.42,1.3633,1.9654,0.99617,0
22.3,5212.4,5.8475,0,8.4915e+06,4.7351e+05,476.92,1.6915,10.935,0.819,0
45.637,7980.9,1063.2,0,1.7492e+07,8.6637e+05,488.39,1.4535,4.9825,0.72574,0
47.37,8065.8,1435.7,0,1.816e+07,8.9164e+05,489.04,1.4391,4.8169,0.93752,0
47.137,8191.7,388.34,0,1.8074e+07,8.8824e+05,488.95,1.4458,4.9343,0.25325,0
44.045,7483.5,2398.3,0,1.6866e+07,8.4267e+05,487.76,1.4567,4.769,1.6114,0
362.67,3403.6,-27.975,0,1.4289e+08,2.9338e+06,538.03,0.08329,-13.211,3.8254,0
362.67,3409.5,-22.68,0,1.4289e+08,2.9338e+06,538.03,0.083435,-13.454,3.797,0
362.68,3395.8,-25.182,0,1.4289e+08,2.9339e+06,538.03,0.083093,-13.093,4.0728,0
362.63,3498.8,-25.567,0,1.4287e+08,2.9332e+06,538.03,0.085662,-13.421,1.2051,0
362.62,3503.9,-31.358,0,1.4287e+08,2.9331e+06,538.02,0.085794,-13.179,1.1865,0
362.61,3513.7,-27.868,0,1.4287e+08,2.9331e+06,538.02,0.086039,-13.066,0.94132,0
330.91,13545,-2423.2,0,1.3044e+08,2.6184e+06,535.08,0.46844,-2.1649,0.99507,0
356.39,7487.5,-2844.8,0,1.4045e+08,2.8591e+06,537.45,0.20992,-4.7789,1.6284,0
42.161,7389.6,2057.9,0,1.6138e+07,8.1416e+05,487.03,1.4696,5.02,1.4481,0
44.31,7682.5,1775.8,0,1.6971e+07,8.467e+05,487.89,1.455,4.926,1.1848,0
43.537,7367.3,2546.5,0,1.6667e+07,8.3503e+05,487.56,1.4576,4.8226,1.8608,0
44.37,7905.8,722.44,0,1.7002e+07,8.4758e+05,487.9,1.4635,5.0789,0.51268,0
357.35,7279,-2479.7,0,1.4083e+08,2.8701e+06,537.54,0.19944,-5.0585,1.4835,0
357.02,7619.2,-2011.3,0,1.407e+08,2.8663e+06,537.51,0.20512,-5.0029,1.2051,0
356.48,7028.9,-3241.3,0,1.4048e+08,2.86e+06,537.46,0.20267,-4.7981,1.9169,0
41.46,7567.9,1021.3,0,1.5874e+07,8.0341e+05,486.75,1.4818,5.2696,0.75849,0
42.817,7627.8,1392.3,0,1.6396e+07,8.242e+05,487.3,1.4681,5.1018,0.98234,0
42.929,7783.6,370.29,0,1.6443e+07,8.2588e+05,487.34,1.4726,5.204,0.28825,0
357.82,7267.4,-794.38,0,1.4101e+08,2.8754e+06,537.58,0.18865,-5.2613,0.52512,0
41.494,7257.2,2243.4,0,1.5878e+07,8.0388e+05,486.75,1.4731,5.0485,1.6872,0
358.19,7129.9,-1180.2,0,1.4116e+08,2.8798e+06,537.62,0.18573,-5.4168,0.78657,0
357.59,7372.5,-1593,0,1.4092e+08,2.8728e+06,537.56,0.19512,-5.2135,1.0075,0
358.17,7041.2,-411.44,0,1.4114e+08,2.8794e+06,537.62,0.18131,-5.4231,0.30275,0
39.385,7131.5,1908.3,0,1.5064e+07,7.7096e+05,485.88,1.4903,5.3024,1.5105,0
40.546,7315.9,1679.3,0,1.5514e+07,7.8922e+05,486.38,1.4816,5.2096,1.2381,0
41.575,7225.6,2374.1,0,1.5909e+07,8.0511e+05,486.78,1.4728,5.1006,1.9452,0
40.437,7500.5,680.23,0,1.5478e+07,7.8751e+05,486.33,1.4897,5.3678,0.5351,0
357.49,6937.5,-2872.1,0,1.4088e+08,2.8717e+06,537.56,0.19444,-5.0499,1.7364,0
37.961,7195.6,971.56,0,1.4521e+07,7.4831e+05,485.28,1.5086,5.5575,0.78935,0
39.18,7256.5,1326.1,0,1.4989e+07,7.6776e+05,485.81,1.4952,5.3877,1.0246,0
39.329,7407.3,353.6,0,1.505e+07,7.7009e+05,485.86,1.4987,5.4949,0.30122,0
39.409,7080.2,2070.8,0,1.5071e+07,7.7132e+05,485.89,1.4885,5.3295,1.7586,0
362.6,3538.3,-33.145,0,1.4286e+08,2.9328e+06,538.02,0.086662,-12.536,0.71401,0
362.6,3523.9,-32.611,0,1.4286e+08,2.9329e+06,538.02,0.086301,-12.785,0.86225,0
362.7,3370.5,-30.962,0,1.429e+08,2.9341e+06,538.03,0.082457,-12.555,4.2899,0
362.69,3386,-31.384,0,1.429e+08,2.934e+06,538.03,0.082844,-12.826,4.1585,0
358.26,6758.2,-2505.4,0,1.4119e+08,2.8807e+06,537.63,0.18509,-5.3309,1.5813,0
357.93,7060,-2069,0,1.4106e+08,2.8768e+06,537.6,0.18962,-5.2808,1.2848,0
357.52,6535.1,-3239.9,0,1.4089e+08,2.8719e+06,537.56,0.18885,-5.0627,2.0152,0
333,13770,-1200.9,0,1.3128e+08,2.6351e+06,535.28,0.46116,-2.2483,0.46217,0
336.54,13459,-609.55,0,1.3268e+08,2.6644e+06,535.61,0.43417,-2.4439,0.23752,0
334.23,13339,-1863.9,0,1.3176e+08,2.6451e+06,535.39,0.44402,-2.3311,0.74999,0
37.346,6938.6,1759.1,0,1.4276e+07,7.3836e+05,485,1.5065,5.586,1.5693,0
37.693,7029.4,1564.6,0,1.4411e+07,7.4398e+05,485.16,1.5046,5.4942,1.2884,0
40.032,7118.7,2199.8,0,1.5314e+07,7.8114e+05,486.15,1.4853,5.3789,2.0248,0
358.63,6841.6,-798.26,0,1.4133e+08,2.8848e+06,537.66,0.17618,-5.5538,0.58404,0
37.085,7133.3,655.65,0,1.4182e+07,7.3415e+05,484.89,1.516,5.6573,0.55623,0
358.98,6653.4,-1195.2,0,1.4146e+08,2.889e+06,537.69,0.17225,-5.7012,0.83799,0
358.47,6850.3,-1630.4,0,1.4127e+08,2.883e+06,537.65,0.18042,-5.4942,1.0737,0
358.85,6637.6,-423.33,0,1.4141e+08,2.8874e+06,537.68,0.16971,-5.7163,0.32247,0
35.149,6877.3,919.53,0,1.3434e+07,7.0241e+05,484.02,1.5325,5.8459,0.81857,0
36.308,6949.5,1241.1,0,1.3879e+07,7.215e+05,484.55,1.5193,5.6743,1.0644,0
36.171,7055.6,344.18,0,1.383e+07,7.1924e+05,484.48,1.5249,5.7867,0.31743,0
37.905,6954.5,1914.8,0,1.449e+07,7.4737e+05,485.24,1.5005,5.6119,1.8258,0
358.46,6448.9,-2863.7,0,1.4126e+08,2.8829e+06,537.64,0.18082,-5.3325,1.8331,0
35.839,6794.3,1621.8,0,1.3693e+07,7.1378e+05,484.32,1.519,5.825,1.62,0
35.497,6806.2,1440.3,0,1.3564e+07,7.0816e+05,484.17,1.5245,5.7798,1.3357,0
38.829,7035.6,2042.7,0,1.4849e+07,7.6213e+05,485.64,1.4955,5.6463,2.1236,0
34.296,6809.8,625.99,0,1.3105e+07,6.882e+05,483.62,1.5407,5.9529,0.60276,0
359.08,6292.5,-2461.3,0,1.415e+08,2.8903e+06,537.7,0.17198,-5.6004,1.684,0
358.75,6574.6,-2055.8,0,1.4137e+08,2.8863e+06,537.67,0.17597,-5.5563,1.3688,0
358.44,6101.9,-3216.8,0,1.4125e+08,2.8827e+06,537.64,0.17679,-5.3248,2.1466,0
362.52,3660.6,-301.73,0,1.4283e+08,2.9318e+06,538.01,0.090037,-10.212,1.8342,0
362.49,3668.7,-251.51,0,1.4282e+08,2.9316e+06,538.01,0.090162,-10.34,1.6302,0
362.77,3353.5,-361.6,0,1.4293e+08,2.935e+06,538.04,0.08245,-10.692,3.7426,0
22.217,5200.4,6.6897,0,8.4598e+06,4.7192e+05,476.86,1.6931,10.792,0.62669,0
32.876,6609.3,865.27,0,1.2557e+07,6.6424e+05,482.93,1.5542,6.1358,0.85398,0
34.127,6705.9,1154.3,0,1.3037e+07,6.8537e+05,483.53,1.5391,5.9618,1.1025,0
33.574,6748.2,325.95,0,1.2827e+07,6.7606e+05,483.27,1.5486,6.0771,0.33003,0
36.744,6858.7,1775.1,0,1.4042e+07,7.2859e+05,484.73,1.5104,5.8597,1.913,0
362.63,3494.1,-31.068,0,1.4287e+08,2.9333e+06,538.03,0.085546,-13.341,1.4384,0
362.61,3511.8,-39.175,0,1.4287e+08,2.9331e+06,538.02,0.085995,-12.872,1.1779,0
349.61,10545,-610.47,0,1.3781e+08,2.7859e+06,536.82,0.29768,-3.6478,0.26445,0
362.67,3407.7,-36.991,0,1.4289e+08,2.9338e+06,538.03,0.083391,-13.099,3.6024,0
362.67,3413.5,-28.239,0,1.4289e+08,2.9338e+06,538.03,0.083538,-13.391,3.6107,0
362.68,3395,-36.899,0,1.4289e+08,2.9339e+06,538.03,0.083074,-12.935,3.8742,0
359.29,6425.1,-810.12,0,1.4158e+08,2.8926e+06,537.72,0.16446,-5.8415,0.62186,0
359.59,6231,-1168.3,0,1.417e+08,2.8963e+06,537.75,0.16046,-5.9841,0.89198,0
359.19,6395.5,-1602.3,0,1.4154e+08,2.8915e+06,537.71,0.16761,-5.7729,1.1433,0
