Mach Pressure Temperature x cp cv gamma f1 f2 pt2
1.6027 1.8781 0.74314 0.11463 1045.40951112339 743.347131831432 1.40635440207827 49.6548714535109 12.9759802821784 0.89837119029124
1.6221 1.8241 0.73705 0.12588 1045.35062316522 743.337204075193 1.40629396380848 53.9854181406806 13.8206671227151 0.890659130597223
1.641 1.7738 0.73114 0.13712 1045.29746200561 743.328424554113 1.40623905594977 58.5112026797949 14.6845759298262 0.883481957620386
1.6596 1.7269 0.72539 0.14837 1045.24993402088 743.320759544281 1.40618961679707 63.2779010968113 15.5755755604795 0.876981777342088
1.6782 1.6799 0.71965 0.15962 1045.19887731355 743.31267432753 1.4061362242466 68.3759665822869 16.5093085801596 0.869707954333271
1.6967 1.6329 0.7139 0.17086 1045.14489098188 743.304256545034 1.4060795182848 73.7943729632168 17.4819490776415 0.861605382796902
1.7145 1.591 0.70848 0.18211 1045.10012008906 743.297489374346 1.40603208678769 79.3485745940416 18.4593419345237 0.854886606566973
1.7318 1.5511 0.70319 0.19335 1045.05764117632 743.29121910206 1.40598679806659 85.0867154440475 19.4502478654778 0.848187436479713
1.7492 1.5112 0.69791 0.2046 1045.01235144026 743.284591942356 1.4059384020183 91.2157233304031 20.4894193980716 0.840964024697976
1.7666 1.4714 0.69263 0.21585 1044.96472601735 743.277680128778 1.40588740110735 97.7220412252534 21.5726290921042 0.833173836417435
1.7826 1.4377 0.68784 0.22709 1044.92891820488 743.272768591918 1.40584851532289 104.047448016319 22.6071240917921 0.827122444265613
1.7984 1.4049 0.68312 0.23834 1044.89326359952 743.267956287095 1.40580964746437 110.636129395164 23.6670589593705 0.820943959852449
1.8143 1.3721 0.6784 0.24958 1044.85551365785 743.262869570557 1.40576847900601 117.626900613892 24.7735712075536 0.814365225221382
1.83 1.3395 0.6737 0.26083 1044.81600532725 743.257553356113 1.40572537824807 124.90104146193 25.9066279829995 0.807259765394978
1.8431 1.3144 0.66986 0.27208 1044.78878106381 743.254144282318 1.405695197398 131.257873237282 26.8821023362345 0.802241458765039
1.8562 1.2893 0.66602 0.28332 1044.76017973004 743.250549977228 1.40566351382054 137.892168782036 27.8868778714639 0.796909691931738
1.8693 1.2642 0.66218 0.29457 1044.73014640094 743.246757347574 1.40563027833349 144.81422269881 28.9216553250214 0.79126011692379
1.8815 1.2408 0.65862 0.30582 1044.70037738364 743.242947622599 1.40559743045703 151.529340691971 29.9130583147031 0.785693425840316
1.8889 1.2259 0.65647 0.31706 1044.67820204108 743.239928740579 1.40557330364542 155.736352289685 30.5284808499941 0.781727280693547
1.8962 1.2109 0.65431 0.32831 1044.6552159191 743.236782757659 1.40554832612438 159.9860347727 31.1457439190159 0.777511934136066
1.9036 1.1959 0.65215 0.33955 1044.63164919781 743.233545188066 1.40552274041059 164.395791396195 31.7816704296901 0.77325771149144
1.9091 1.1836 0.6505 0.3508 1044.60926617977 743.230305431105 1.40549875125699 167.747040820348 32.2622949493434 0.769272106373778
1.9098 1.1777 0.65008 0.36205 1044.5903833327 743.227152401384 1.40547930731218 168.198579214311 32.3281311025386 0.765934827916585
1.9105 1.1718 0.64966 0.37329 1044.57143124623 743.223985562534 1.40545979615501 168.651293356541 32.3941010439928 0.762592721203881
1.9112 1.1659 0.64925 0.38454 1044.55219560501 743.220762697866 1.40544000925555 169.105453165144 32.4602594624185 0.759245709560149
1.9117 1.1625 0.64882 0.39578 1044.54522214924 743.21971529772 1.40543260714069 169.421895902741 32.5058289426033 0.757384951389214
1.9119 1.1626 0.64838 0.40703 1044.55512620551 743.221658067728 1.40544225920596 169.532436738701 32.5207751010405 0.757595965778882
1.912 1.1627 0.64794 0.41828 1044.56505737656 743.223607989547 1.40545193417922 169.581505352567 32.5269822093368 0.757735797381855
1.9121 1.1627 0.6475 0.42952 1044.57453705538 743.225480343343 1.40546114830835 169.631175059476 32.5333102134001 0.757810305805926
1.9096 1.1664 0.64801 0.44077 1044.58122744899 743.226438581791 1.40546833807774 168.09042983488 32.3135910555772 0.758439062521277
1.9047 1.1736 0.64944 0.45202 1044.58470699777 743.226426929232 1.4054730417938 165.117117774209 31.8887677031989 0.759608614976963
1.8997 1.1808 0.65087 0.46326 1044.58806524595 743.226403513031 1.4054776045475 162.13000317908 31.4599063539643 0.760672522441523
1.8947 1.188 0.6523 0.47451 1044.59130418953 743.226368782538 1.40548202817487 159.189494793038 31.0356594007644 0.76170233425604
1.8899 1.1962 0.65374 0.48575 1044.59888248842 743.227103783291 1.40549083472742 156.404436059564 30.6315540134829 0.76348279206357
1.8851 1.2052 0.65518 0.497 1044.61000917021 743.228470885338 1.40550322019535 153.657249411655 30.2307898878725 0.765734300367835
1.8804 1.2141 0.65662 0.50825 1044.62046795179 743.229727262105 1.40551491636367 151.008073652509 29.8425341160948 0.767952477915732
1.8756 1.2231 0.65806 0.51949 1044.63118808396 743.231036419426 1.40552686432008 148.343143988195 29.4501255698269 0.770118777934186
1.8736 1.2286 0.65874 0.53074 1044.64190597449 743.232648594676 1.40553823617643 147.23785789596 29.2863821674566 0.772110919712146
1.8731 1.2325 0.65904 0.54198 1044.65335221077 743.234537448899 1.40555006471641 146.952993436361 29.2435166636586 0.774196469009646
1.8725 1.2364 0.65934 0.55323 1044.66476849866 743.236420506406 1.4055618638641 146.61437040032 29.1926923807698 0.77620565726658
1.8719 1.2402 0.65965 0.56448 1044.67548413016 743.238176356297 1.40557296081271 146.277188084339 29.1421016061509 0.778149209582577
1.8718 1.2413 0.65988 0.57572 1044.67557455164 743.238102152143 1.40557322280255 146.222753144453 29.1340363571491 0.778765085945549
1.8718 1.2413 0.66009 0.58697 1044.67107875511 743.23723290119 1.40556881774786 146.227458052844 29.1350336229387 0.778763486450444
1.8718 1.2414 0.66029 0.59822 1044.66725761592 743.236486160207 1.40556508872835 146.231441109503 29.1358778836444 0.778824870050508
1.8718 1.2414 0.6605 0.60946 1044.66277250703 743.235619764428 1.40556069263492 146.236136921308 29.1368732228656 0.778823273679033
1.8742 1.2374 0.65995 0.62071 1044.6562952229 743.234698213448 1.40555372042505 147.548281508371 29.3311116904396 0.778092379881744
1.8772 1.2322 0.65918 0.63195 1044.64898967843 743.233718015961 1.40554574470476 149.201882851453 29.5751894628099 0.77704002772233
1.8803 1.227 0.65841 0.6432 1044.64161712517 743.232727690089 1.40553769795881 150.927101938069 29.8290548565741 0.776046458437729
1.8834 1.2217 0.65764 0.65445 1044.63371705156 743.231646387197 1.40552911347285 152.670048777351 30.0847799975113 0.774973757975512
1.8906 1.2078 0.65544 0.66569 1044.61651963138 743.229509873144 1.40551001508226 156.784129352884 30.6852653223814 0.771405373173082
1.8987 1.192 0.65291 0.67694 1044.5970014974 743.227117381602 1.4054882781693 161.526376871235 31.3722504870645 0.767166184722943
1.9069 1.1762 0.65039 0.68818 1044.57661944823 743.22458814905 1.40546563731117 166.453085660402 32.080312681636 0.762868796375652
1.9151 1.1603 0.64786 0.69943 1044.55530710022 743.221917574159 1.40544201186855 171.509766745394 32.8013220158372 0.75837362276741
1.9252 1.1429 0.64508 0.71068 1044.53143198068 743.218922909065 1.40541555090152 177.915693206172 33.7063835232787 0.754094460036593
1.9357 1.1251 0.64225 0.72192 1044.50582438353 743.215664206104 1.40538725794923 184.793509677966 34.6685108678943 0.749649178491885
1.9461 1.1074 0.63942 0.73317 1044.47979000789 743.212349586907 1.40535849624731 191.831116585339 35.6431657938709 0.745011062642646
1.9566 1.0897 0.63658 0.74442 1044.45303438551 743.208930218948 1.40532896190822 199.16984616095 36.6494077973496 0.740250988235165
1.9725 1.0643 0.63218 0.75566 1044.41996305296 743.205173664874 1.405291566934 210.730021132155 38.2138485866488 0.733643565477409
1.9893 1.0375 0.62749 0.76691 1044.38387636951 743.201079789913 1.40525075214468 223.569045189498 39.9246717652392 0.726229425193922
2.0062 1.0108 0.62279 0.77815 1044.34614562582 743.196753750492 1.4052081637273 237.160425366946 41.7073372046066 0.718472928738263
2.023 0.98398 0.6181 0.7894 1044.30505755599 743.191867765955 1.40516211606996 251.377474043651 43.5432901298698 0.710079224755335
2.0436 0.95417 0.61253 0.80065 1044.26409229661 743.187562189939 1.40511513569938 269.784709055819 45.8782380403285 0.701377414582226
2.0648 0.92374 0.60679 0.81189 1044.21993542497 743.182855233218 1.40506461912026 289.931856017588 48.3854012484524 0.691905459202487
2.0861 0.8933 0.60105 0.82314 1044.17193288195 743.177518979537 1.40501011698485 311.474042198374 51.0151688241552 0.681765912614296
2.1073 0.86287 0.5953 0.83438 1044.1201726274 743.171561622173 1.404951731937 334.280756289298 53.7469252046376 0.670839367086901
2.1301 0.83327 0.58932 0.84563 1044.07428332171 743.166921327545 1.40489875606499 360.367730117595 56.8090674142036 0.660738174520317
2.1533 0.80385 0.58329 0.85688 1044.0263449552 743.162013998328 1.4048435271041 388.69590434068 60.0672839278075 0.650223114946338
2.1765 0.77443 0.57725 0.86812 1043.97410231662 743.156376653028 1.40478388548369 418.936386900917 63.4760236138832 0.638904514224495
2.1997 0.74502 0.57122 0.87937 1043.91684933526 743.149841569984 1.40471919785366 451.20187087266 67.041312807002 0.626775095374101
2.2239 0.71803 0.56512 0.89062 1043.87247582396 743.145895475716 1.40466694652971 487.046825753771 70.9189449213443 0.616405435545594
2.2484 0.69174 0.559 0.90186 1043.82885441625 743.142201627526 1.40461522993877 525.798956982915 75.0245081129922 0.606003135998588
2.273 0.66544 0.55288 0.91311 1043.78048817607 743.137672540521 1.40455870660917 567.374307781708 79.3397490779173 0.594844108768918
2.2975 0.63914 0.54676 0.92435 1043.72708234495 743.132228404946 1.40449713045711 611.594092631653 83.8374694080742 0.582822806500707
2.3235 0.61471 0.54052 0.9356 1043.68535174354 743.129270498494 1.40444656559341 661.638932091457 88.818270224707 0.572406343260538
2.3499 0.59093 0.53423 0.94685 1043.64498360264 743.126735120252 1.40439703522947 716.005142361436 94.1134694066632 0.561973471658014
2.3764 0.56714 0.52794 0.95809 1043.59952240014 743.12328330787 1.40434238280728 774.437272167122 99.6852021591331 0.550758552629119
2.4028 0.54336 0.52166 0.96934 1043.54846684643 743.118777713977 1.40428219302526 836.73359199411 105.50237500199 0.538676526677312
2.4303 0.52171 0.51535 0.98058 1043.51080386694 743.117130976271 1.40423462246931 906.023054902881 111.829892129541 0.528355122972534
2.4583 0.50108 0.50902 0.99183 1043.47767435232 743.11657134766 1.40419109812065 981.534862674155 118.574532680687 0.518485714709188
2.4863 0.48045 0.5027 1.0031 1043.43933163571 743.115056234359 1.40414236379922 1062.45499899545 125.648231247307 0.507829331007917
2.5143 0.45982 0.49638 1.0143 1043.39554822106 743.112519124442 1.40408823881802 1149.11682862894 133.064353243007 0.496370237314894
2.5386 0.4426 0.49099 1.0256 1043.35725692414 743.110237839948 1.40404102082747 1229.19457211753 139.78188243401 0.486515383496037
2.5605 0.42759 0.48621 1.0368 1043.32226700839 743.108056331508 1.40399805670113 1305.43911476863 146.067362431314 0.477690266851507
2.5824 0.41257 0.48142 1.0481 1043.2838223961 743.105195458376 1.40395172685149 1385.77355122271 152.583895959561 0.468378155612045
2.6043 0.39755 0.47664 1.0593 1043.24127228098 743.101473889498 1.40390149789436 1470.39618068867 159.339564075749 0.458582964609862
2.6239 0.38491 0.47246 1.0706 1043.20616081985 743.098705247821 1.40385947849545 1549.81909345093 165.582177975253 0.450341561121862
2.6414 0.37456 0.46886 1.0818 1043.17951810853 743.097138306937 1.40382658515588 1623.74165763271 171.311249107425 0.443780143127091
2.6588 0.36422 0.46526 1.093 1043.1508329781 743.095149201141 1.40379174066677 1700.2743023182 177.169031993727 0.43692851347786
2.6762 0.35387 0.46166 1.1043 1043.11975445039 743.09265142221 1.40375463605238 1779.94147558982 183.191915744316 0.429792253074813
2.6932 0.34435 0.4582 1.1155 1043.09277566646 743.090918341534 1.40372160380386 1860.79250878652 189.226955111722 0.42328263656778
2.7096 0.33599 0.45493 1.1268 1043.07317472842 743.09063543702 1.40369576063218 1941.62871114244 195.184931732832 0.417793489902966
2.7261 0.32764 0.45167 1.138 1043.05176866923 743.089967001282 1.40366821648587 2026.02648121913 201.334118555399 0.412135548135741
2.7425 0.31929 0.4484 1.1493 1043.02885187248 743.088999237431 1.40363920464823 2113.06450830184 207.603532743346 0.406236321848925
2.7588 0.31127 0.44519 1.1605 1043.00686220718 743.088194081353 1.40361113326071 2202.72258373877 213.987202641703 0.40052044240551
2.775 0.30407 0.44208 1.1718 1042.9914639028 743.088806522325 1.40358925440422 2294.88798150733 220.470204723032 0.395640351242425
2.7911 0.29687 0.43898 1.183 1042.97434442861 743.089048573991 1.40356575894922 2389.80243597559 227.073379797512 0.390550777131225
2.8073 0.28967 0.43588 1.1943 1042.95568001531 743.08896839783 1.40354079305473 2488.73672979315 233.880825495592 0.385303786621193
2.8233 0.28261 0.43281 1.2055 1042.93658859579 743.088780650853 1.40351545569333 2589.9111417355 240.766277357907 0.380007483773877
2.8388 0.27622 0.42995 1.2168 1042.92003126991 743.088925251387 1.40349290082218 2691.21313102232 247.584552986999 0.375314278747846
2.8543 0.26984 0.42708 1.228 1042.90249154964 743.088882805883 1.40346937719169 2795.94012017017 254.560228206716 0.370475131654574
2.8697 0.26345 0.42421 1.2392 1042.88334411132 743.088486516687 1.40344435828895 2903.50671097991 261.65207083065 0.365436799988533
2.8852 0.25707 0.42134 1.2505 1042.8628108623 743.087783566984 1.40341805359299 3015.3939647405 268.953516283084 0.360274605001239
2.901 0.25145 0.4185 1.2617 1042.85173888849 743.089340406014 1.40340021338308 3132.89014172216 276.531171941896 0.356096848698054
2.9168 0.24582 0.41566 1.273 1042.83927768229 743.090606429779 1.40338105294141 3254.35587159823 284.284006088745 0.351759024581455
2.9326 0.2402 0.41283 1.2842 1042.82540404063 743.091555562062 1.40336059027324 3379.90633815263 292.215327174037 0.347288254486817
2.9485 0.23457 0.40999 1.2955 1042.81026604649 743.092249386046 1.40333890833619 3510.48502061052 300.379593514892 0.342676707364723
2.964 0.22927 0.40727 1.3067 1042.79596695024 743.092997183154 1.40331825343957 3641.9109145782 308.511826803015 0.338314140474272
2.9795 0.22403 0.40457 1.318 1042.78081185217 743.093535108208 1.40329684297459 3777.58573814452 316.823204508159 0.333901942143346
2.9951 0.21879 0.40187 1.3292 1042.76428239981 743.093761974336 1.40327417044825 3918.56346030809 325.373922143262 0.32937226686091
3.0106 0.21354 0.39917 1.3405 1042.74612633403 743.093609199171 1.40325002587197 4063.18678228163 334.060063651601 0.324666055320665
3.0265 0.20875 0.39647 1.3517 1042.73485660446 743.095214683551 1.40323182816958 4215.92697178004 343.132159602302 0.320607412005778
3.0425 0.20417 0.39378 1.363 1042.72595523376 743.097446017041 1.40321563588021 4374.46236632878 352.449443555942 0.316763550835448
3.0586 0.19959 0.39109 1.3742 1042.71586998647 743.099425146409 1.40319832676634 4539.19625228032 362.03372620018 0.312812519527342
3.0747 0.19501 0.3884 1.3854 1042.70453326551 743.1011302146 1.40317985112523 4709.31021248424 371.832034938654 0.308732817766765
3.0904 0.19059 0.38581 1.3967 1042.69216511603 743.102438669112 1.40316073647057 4880.52235161757 381.596692855227 0.304703352389637
3.1058 0.18635 0.38332 1.4079 1042.67923646517 743.103462160253 1.40314140568532 5053.67858209865 391.377046649931 0.300785627788871
3.1211 0.1821 0.38082 1.4192 1042.6651331616 743.10422871774 1.40312097935543 5231.0068026282 401.299326162149 0.296716856004412
3.1365 0.17785 0.37832 1.4304 1042.64969776259 743.104674976812 1.40309936523428 5414.95524799127 411.495932101646 0.292548996980923
3.1516 0.17379 0.3759 1.4417 1042.63457836669 743.105083546775 1.40307824754783 5600.69538313579 421.694877126595 0.288525251994909
3.1658 0.17017 0.37366 1.4529 1042.6224063181 743.105963513762 1.40306020609508 5780.1983720574 431.459330851594 0.284971412527281
3.18 0.16656 0.37142 1.4642 1042.60936553433 743.106636885958 1.40304138569325 5964.69564062046 441.409730302123 0.281340669218223
3.1943 0.16294 0.36917 1.4754 1042.59526086441 743.107067036764 1.40302159286668 6155.66557742049 451.621448980094 0.277615422018991
3.2087 0.15934 0.36692 1.4867 1042.58041933909 743.10731925406 1.40300114441833 6353.31437491716 462.099379504246 0.273845236974774
3.2247 0.15586 0.36449 1.4979 1042.57259858618 743.109824801023 1.40298588955589 6578.61923502041 473.918521773385 0.270446371301061
3.2408 0.15238 0.36207 1.5092 1042.56334315972 743.111967019706 1.40296939011893 6812.34281457293 486.063323661245 0.266960514187499
3.2569 0.1489 0.35965 1.5204 1042.55288880588 743.113823132283 1.4029518175445 7053.27990800186 498.464632581039 0.263370353061687
3.2729 0.14542 0.35722 1.5316 1042.54147577126 743.11547366567 1.40293334308942 7300.05237584665 511.047142546852 0.259659711681511
3.291 0.14188 0.35458 1.5429 1042.53372386487 743.11858799392 1.40291703196287 7587.63641163387 525.551757467116 0.256051672839753
3.3095 0.13833 0.35189 1.5541 1042.525890265 743.121838076416 1.40290035475689 7891.58782865533 540.716408682775 0.252363557424575
3.3279 0.13478 0.3492 1.5654 1042.51658861294 743.12473820913 1.40288236282554 8204.38760643343 556.157089849217 0.248536147679658
3.3464 0.13123 0.34652 1.5766 1042.50540018571 743.1271426716 1.4028627677867 8529.76539513677 572.049649345993 0.244597441490177
3.3658 0.12772 0.34377 1.5879 1042.49591375815 743.130223831256 1.40284418575185 8882.581521808 589.087787113907 0.240731826665273
3.3857 0.12422 0.34098 1.5991 1042.48631631911 743.133417199428 1.40282524267018 9257.44269632111 606.984982087808 0.236820901422497
3.4057 0.12073 0.33819 1.6104 1042.47523209875 743.136245508539 1.40280498818271 9647.98920408113 625.42113698853 0.232806377491404
3.4257 0.11723 0.3354 1.6216 1042.46194651179 743.138494765799 1.40278286463995 10052.905821151 644.323172678118 0.228634648685149
3.4453 0.11394 0.3327 1.6329 1042.45016905249 743.14103015038 1.40276223053052 10463.6654370867 663.27964425976 0.224687446967494
3.4642 0.11103 0.33018 1.6441 1042.44260402361 743.144441453208 1.4027456115868 10872.8158847178 681.946644713117 0.221282666086507
3.4831 0.10812 0.32765 1.6554 1042.4338664257 743.147586076174 1.4027279183261 11295.830930235 701.044899141883 0.217767871004514
3.502 0.1052 0.32512 1.6666 1042.42318252792 743.150207103938 1.40270859452527 11733.2145666793 720.588944646358 0.214121647454538
3.5212 0.10229 0.32257 1.6778 1042.41179284195 743.152709438106 1.40268854517144 12192.4623683396 740.894381625907 0.210418402679861
3.5436 0.099322 0.31972 1.6891 1042.4069606954 743.157923754124 1.40267220112462 12746.3543889476 765.078011353267 0.206843150173945
3.566 0.096355 0.31686 1.7003 1042.40063386246 743.162799059609 1.40265448591009 13322.0149931285 789.907995106872 0.203134216207377
3.5884 0.093388 0.314 1.7116 1042.39227428763 743.167139683663 1.40263504483169 13920.2563889029 815.403204263002 0.199288075716408
3.6108 0.090421 0.31115 1.7228 1042.38134978048 743.170745398057 1.402613539668 14541.9239478004 841.58325802494 0.19530326601196
3.6359 0.087462 0.30802 1.7341 1042.37854388831 743.177614688396 1.40259679958924 15265.0128972923 871.614315590157 0.191473044865027
3.655 0.084765 0.30566 1.7453 1042.3558023417 743.176471248896 1.402568357136 15839.6499328213 895.265131034367 0.187467459563216
3.4171 0.10214 0.34065 1.7566 1041.85774134781 742.955069423251 1.40231594644963 9947.14883284053 640.812981659028 0.19818856216039
