,Index,pressure,density,temperature,soundspeed,Mach,Z,g,A
0,0,0.1,0.1317068205249498,0.6273510950010595,1.8815960097693982,1.8381108921408065,0.8910887318543194,1.1949818905943155,2.786722549299244
1,1,0.1090909090909091,0.1430075049789233,0.6343388258726302,1.8855597997467994,1.8048333644375603,0.8850860058618255,1.1951390271106834,2.6083378204827845
2,2,0.1181818181818181,0.15429885693105364,0.6409105257899531,1.8889642132639899,1.773837552293103,0.8793048027081286,1.1953533619846557,2.455273100746348
3,3,0.1272727272727273,0.16558798885983664,0.647121160544301,1.8918909820312377,1.744789721498838,0.873723104019444,1.1956227921985827,2.322373444289424
4,4,0.1363636363636363,0.1768810557412183,0.6530150536382899,1.8944052059541705,1.717423978333576,0.868322473718792,1.1959457053535398,2.205811350494211
5,5,0.1454545454545454,0.1881834596426552,0.6586285111983002,1.8965595855787651,1.69152495491791,0.8630872778160238,1.196320849921994,2.10268269233762
6,6,0.1545454545454545,0.1995000019087505,0.6639916775709468,1.8983973854457592,1.6669157002218953,0.8580041119744853,1.196747172173539,2.0107423319079842
7,7,0.1636363636363636,0.21083499866852862,0.6691298786391826,1.899954556542349,1.6434490048998833,0.853061372641883,1.1972236273246863,1.9282260139873975
8,8,0.1727272727272727,0.22219237006883893,0.6740646146267715,1.9012612860678488,1.621001054635134,0.8482489298050575,1.197749007211303,1.853727298656095
9,9,0.1818181818181818,0.23357571030376872,0.6788143073208741,1.902343149028033,1.5994666998976488,0.8435578731996369,1.1983218437944734,1.786110608312078
10,10,0.1909090909090909,0.24498834336024392,0.6833948715968026,1.9032219792154452,1.5787558701991993,0.8389803125914259,1.198940436555827,1.7244485669706984
11,11,0.2,0.25643336797747884,0.6878201588875591,1.9039165408009073,1.5587908126282368,0.8345092185130687,1.1996030171716519,1.6679760436212654
12,12,0.2090909090909091,0.26791369435370127,0.69210230576001,1.9044430572390412,1.5395039333671765,0.8301382937222697,1.2003080229482432,1.6160559101315977
13,13,0.2181818181818182,0.2794320744652311,0.696252011114006,1.9048156368251234,1.5208360871939326,0.8258618683201306,1.201054418962315,1.5681531613115298
14,14,0.2272727272727273,0.29099112739004823,0.7002787589631173,1.9050466216898565,1.5027352052754275,0.8216748133402857,1.2018419981967587,1.5238151004579266
15,15,0.2363636363636363,0.302593360687144,0.704190999214083,1.9051468780815215,1.4851551828202432,0.8175724689485276,1.2026715995735797,1.4826559889865263
16,16,0.2454545454545454,0.3142411886334072,0.7079962956635858,1.9051260397088727,1.4680549697589238,0.8135505843452611,1.2035452081924058,1.4443450254995593
17,17,0.2545454545454546,0.3259369479348464,0.7117014481435152,1.904992712062154,1.4513978225247721,0.8096052671509635,1.2044659298709064,1.4085968384678778
18,18,0.2636363636363636,0.3376829113904687,0.7153125940869858,1.904754643371133,1.4351506853143494,0.8057329405552235,1.2054378544876292,1.3751638979970782
19,19,0.2727272727272727,0.34948129988268073,0.7188352935686267,1.904418866621113,1.4192836764254741,0.8019303068771795,1.2064658350852042,1.343830408005465
20,20,0.2818181818181818,0.3613342929887906,0.7222746009666063,1.903991816362136,1.4037696604628096,0.7981943164580231,1.2075552120911042,1.3144073514085595
21,21,0.2909090909090909,0.3732440384475892,0.7256351257128663,1.9034794235926937,1.3885838910746038,0.7945221410120473,1.2087115073486596,1.2867284413383233
22,22,0.3,0.38521266066850973,0.7289210840808511,1.9028871916052914,1.373703711879288,0.7909111507206344,1.209940105098699,1.2606467902482503
23,23,0.3090909090909091,0.39724226843492216,0.7321363435636441,1.902220255293833,1.359108305610858,0.7873588944770094,1.211245930301022,1.2360321522421094
24,24,0.3181818181818182,0.40933496192530594,0.7352844610887947,1.901483426058507,1.3447784833967464,0.7838630827876917,1.2126331309610847,1.21276862643883
25,25,0.3272727272727272,0.42149283915452046,0.7383687160769994,1.9006812241455964,1.3306965075643595,0.7804215729156778,1.2141047709691433,1.1907527336661832
26,26,0.3363636363636363,0.43371800192064325,0.7413921391639561,1.8998179000628828,1.3168459425120498,0.7770323559151937,1.215662542550039,1.1698917973947593
27,27,0.3454545454545454,0.4460125613301399,0.744357537255864,1.8988974466261028,1.303211529038408,0.7736935452614058,1.2173065111997905,1.1501025741009887
