,Index,vsmax/vc,psmax/Pc
0,0,3.7777777777777777,0.6337052179725892
1,1,3.2777777777777777,0.6954759851295221
2,2,2.7222222222222223,0.7727545936522184
3,3,2.2777777777777777,0.8456367747489808
4,4,2.111111111111111,0.8788104458738043
