,Index,vg0/vc,pg0/Pc
0,0,2.2660666232305875,0.7886666666666665
1,1,2.249888596165116,0.7926258258258257
2,2,2.249888596165116,0.7929344344344343
3,3,2.233796483896909,0.7968723390056722
4,4,2.2177883525763877,0.8010945612278944
5,5,2.2018622559545427,0.8052924924924924
6,6,2.186016233362469,0.8094661327994661
7,7,2.170248307578344,0.8136154821488153
8,8,2.154556482570864,0.8177405405405406
9,9,2.154556482570864,0.8180309309309308
10,10,2.1389387411072467,0.8221286619953285
11,11,2.1233930422123994,0.8262021021021019
12,12,2.1233930422123994,0.8264864197530862
13,13,2.107917318464576,0.8305325325325326
14,14,2.092509473111146,0.8348325992659325
15,15,2.0771673769865022,0.8391023023023022
16,16,2.061888865211431,0.8433416416416416
17,17,2.046671733651687,0.8475506172839506
18,18,2.046671733651687,0.8478197530864197
19,19,2.0315137351105803,0.8519953286619952
20,20,2.0164125752270685,0.8561405405405403
21,21,2.0164125752270685,0.8564036036036035
22,22,2.0013659080471307,0.8605154154154153
23,23,1.9863713312338307,0.8648538538538536
24,24,1.971426380873995,0.8689019019019019
25,25,1.971426380873995,0.8691558558558558
26,26,1.956528525837658,0.8734214214214213
27,27,1.9416751616368184,0.8776505505505504
28,28,1.926863603726129,0.8818432432432433
29,29,1.926863603726129,0.8820880880880881
30,30,1.9120910801775075,0.8862413079746413
31,31,1.897354723652928,0.8903580914247581
32,32,1.897354723652928,0.8905968635301967
33,33,1.882651562587385,0.894674174174174
34,34,1.882651562587385,0.8949099099099097
35,35,1.867978511481924,0.8989477477477478
36,36,1.867978511481924,0.8991804471137803
37,37,1.8533323601902856,0.9031788121454787
38,38,1.8533323601902856,0.9034084751418084
39,39,1.838709762066279,0.9073673673673672
40,40,1.838709762066279,0.9075939939939939
41,41,1.8241072208160285,0.9115134134134134
42,42,1.8241072208160285,0.911737003670337
43,43,1.8095210758754012,0.9156169502836168
44,44,1.8095210758754012,0.9158375041708374
45,45,1.794947486101735,0.9198954954954954
46,46,1.794947486101735,0.9201130130130128
47,47,1.7803824115345128,0.923910977644311
48,48,1.7803824115345128,0.9241254587921254
49,49,1.7658215929333834,0.9278839506172839
50,50,1.7658215929333834,0.9280953953953952
51,51,1.751260528754215,0.9320228228228229
52,52,1.751260528754215,0.9322312312312312
53,53,1.736694449155181,0.9359077410744076
54,54,1.736694449155181,0.936113113113113
55,55,1.7221182865521505,0.9399524858191525
56,56,1.7221182865521505,0.9401548214881549
57,57,1.7075266421449014,0.9437493493493492
58,58,1.7075266421449014,0.9439486486486486
59,59,1.6929137477204477,0.9475037037037037
60,60,1.6929137477204477,0.9476999666333
61,61,1.678273421893782,0.9512155488822154
62,62,1.678273421893782,0.9514087754421087
63,63,1.6635990197671835,0.9546946946946945
64,64,1.6635990197671835,0.9548848848848848
65,65,1.648883374760648,0.9583245578912246
66,66,1.648883374760648,0.9585117117117117
67,67,1.634118731080989,0.9617277944611278
68,68,1.634118731080989,0.9619119119119117
69,69,1.6192966649300278,0.9649135135135134
70,70,1.6192966649300278,0.9650945945945946
71,71,1.6044079920842946,0.9680688688688689
72,72,1.6044079920842946,0.968246913580247
73,73,1.5894426588715973,0.9710188521855188
74,74,1.5894426588715973,0.9711938605271937
75,75,1.5894426588715973,0.9713688688688688
76,76,1.5743896127743309,0.9739445445445445
77,77,1.5743896127743309,0.9741165165165165
78,78,1.559236647843488,0.976508074741408
79,79,1.559236647843488,0.9766770103436769
80,80,1.559236647843488,0.976845945945946
81,81,1.543970218711316,0.9790594594594594
82,82,1.543970218711316,0.9792253586920253
83,83,1.5285752151067244,0.9812729729729729
84,84,1.5285752151067244,0.9814358358358357
85,85,1.5130346862079225,0.9833266599933266
86,86,1.5130346862079225,0.9834864864864865
87,87,1.4973295006135334,0.984916049382716
88,88,1.4973295006135334,0.9850728395061729
89,89,1.4973295006135334,0.9852296296296297
90,90,1.4814379227236978,0.9863759759759759
91,91,1.4814379227236978,0.9865297297297296
92,92,1.4653350792116029,0.9872633967300634
93,93,1.4653350792116029,0.9874141141141141
94,94,1.4653350792116029,0.9875648314981648
95,95,1.4489922789449143,0.9877624290957624
96,96,1.4489922789449143,0.9879101101101101
97,97,1.4489922789449143,0.9880577911244578
98,98,1.432376134456815,0.9879004004004003
99,99,1.432376134456815,0.988045045045045
100,100,1.4154474099953134,0.9872798131464797
101,101,1.4154474099953134,0.9874214214214213
102,102,1.398159485475522,0.9858167500834166
103,103,1.398159485475522,0.9859553219886552
104,104,1.398159485475522,0.9860938938938938
105,105,1.3804562688564792,0.9835749749749749
106,106,1.3804562688564792,0.9837105105105104
107,107,1.3622692963030112,0.9799557557557557
108,108,1.3622692963030112,0.9800882549215881
109,109,1.3622692963030112,0.9802207540874206
110,110,1.3435136011367286,0.9744210877544209
111,111,1.3435136011367286,0.9745505505505504
112,112,1.3435136011367286,0.9746800133466799
