,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G,Z,s
0,209.5,240830000.0,1.7,10512.0,-1.736e-08,0,820270.0,1.5002e-11,652.43,,0.0,0.0,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
1,209.5,240830000.0,1.7,10512.0,-1.8002e-08,0,820270.0,1.5221e-11,652.43,,0.001,0.001,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
2,209.5,240830000.0,1.7,10512.0,-1.8645e-08,0,820270.0,1.5439e-11,652.43,,0.002,0.002,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
3,209.5,240830000.0,1.7,10512.0,-1.9287e-08,0,820270.0,1.5657e-11,652.43,,0.003,0.003,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
4,209.5,240830000.0,1.7,10512.0,-1.9929e-08,0,820270.0,1.5876e-11,652.43,,0.004,0.004,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
5,209.5,240830000.0,1.7,10512.0,-2.0571e-08,0,820270.0,1.6094e-11,652.43,,0.005,0.005,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
6,209.5,240830000.0,1.7,10512.0,-2.1214e-08,0,820270.0,1.6312e-11,652.43,,0.006,0.006,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
7,209.5,240830000.0,1.7,10512.0,-2.1856e-08,0,820270.0,1.6531e-11,652.43,,0.007,0.007,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
8,209.5,240830000.0,1.7,10512.0,-2.2498e-08,0,820270.0,1.6749e-11,652.43,,0.008,0.008,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
9,209.5,240830000.0,1.7,10512.0,-2.314e-08,0,820270.0,1.6967e-11,652.43,,0.009,0.009,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
10,209.5,240830000.0,1.7,10512.0,-2.3783e-08,0,820270.0,1.7186e-11,652.43,,0.01,0.01,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
11,209.5,240830000.0,1.7,10512.0,-2.4425e-08,0,820270.0,1.7404e-11,652.43,,0.011,0.011,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
12,209.5,240830000.0,1.7,10512.0,-2.5067e-08,0,820270.0,1.7622e-11,652.43,,0.012,0.012,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
13,209.5,240830000.0,1.7,10512.0,-2.5709e-08,0,820270.0,1.7841e-11,652.43,,0.013,0.013,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
14,209.5,240830000.0,1.7,10512.0,-2.6352e-08,0,820270.0,1.8059e-11,652.43,,0.014,0.014,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
15,209.5,240830000.0,1.7,10512.0,-2.6994e-08,0,820270.0,1.8277e-11,652.43,,0.015,0.015,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
16,209.5,240830000.0,1.7,10512.0,-2.7636e-08,0,820270.0,1.8496e-11,652.43,,0.016,0.016,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
17,209.5,240830000.0,1.7,10512.0,-2.8279e-08,0,820270.0,1.8714e-11,652.43,,0.017,0.017,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
18,209.5,240830000.0,1.7,10512.0,-2.8956e-08,0,820270.0,1.8954e-11,652.43,,0.018,0.018,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
19,209.5,240830000.0,1.7,10512.0,-2.9784e-08,0,820270.0,1.929e-11,652.43,,0.019,0.019,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
20,209.5,240830000.0,1.7,10512.0,-3.0613e-08,0,820270.0,1.9625e-11,652.43,,0.02,0.02,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
21,209.5,240830000.0,1.7,10512.0,-3.1441e-08,0,820270.0,1.996e-11,652.43,,0.021,0.021,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
22,209.5,240830000.0,1.7,10512.0,-3.227e-08,0,820270.0,2.0296e-11,652.43,,0.022,0.022,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
23,209.5,240830000.0,1.7,10512.0,-3.3098e-08,0,820270.0,2.0631e-11,652.43,,0.023,0.023,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
24,209.5,240830000.0,1.7,10512.0,-3.3927e-08,0,820270.0,2.0966e-11,652.43,,0.024,0.024,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
25,209.5,240830000.0,1.7,10512.0,-3.4755e-08,0,820270.0,2.1301e-11,652.43,,0.025,0.025,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
26,209.5,240830000.0,1.7,10512.0,-3.5584e-08,0,820270.0,2.1637e-11,652.43,,0.026,0.026,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
27,209.5,240830000.0,1.7,10512.0,-3.6412e-08,0,820270.0,2.1972e-11,652.43,,0.027,0.027,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
28,209.5,240830000.0,1.7,10512.0,-3.7241e-08,0,820270.0,2.2307e-11,652.43,,0.028,0.028,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
29,209.5,240830000.0,1.7,10512.0,-3.8069e-08,0,820270.0,2.2643e-11,652.43,,0.029,0.029,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
30,209.5,240830000.0,1.7,10512.0,-3.8898e-08,0,820270.0,2.2978e-11,652.43,,0.03,0.03,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
31,209.5,240830000.0,1.7,10512.0,-3.9726e-08,0,820270.0,2.3313e-11,652.43,,0.031,0.031,0.3,0,0.08840759197453951,0.4811006419211227,499.2202545274363
