"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
17, 4.347873364144880e-01, 5.709142465338065e-01, 2.094999979862155e+02, 1.033382625797659e+04, -3.747409671875364e-05, 1.207072057781813e+08, 8.202729983163159e+05, 6.514396176531064e+02, 1.700000083137789e+00, -6.606209000864870e-09
18, 4.369651488050935e-01, 5.782603576790083e-01, 2.094999981948812e+02, 1.033382626316195e+04, -3.302442906046630e-05, 1.207072058988898e+08, 8.202729984893347e+05, 6.514396176733944e+02, 1.700000074488378e+00, -5.927341603903094e-09
19, 4.450677750177173e-01, 5.799455393518567e-01, 2.094999980557608e+02, 1.033382625847927e+04, -3.648594430331133e-05, 1.207072058182303e+08, 8.202729983701184e+05, 6.514396176592306e+02, 1.700000080083772e+00, -6.395106098078032e-09
20, 4.451199281795971e-01, 5.715364255129655e-01, 2.094999977598837e+02, 1.033382625001380e+04, -4.319665910064290e-05, 1.207072056470056e+08, 8.202729981244206e+05, 6.514396176304033e+02, 1.700000092167991e+00, -7.359141469405929e-09
21, 4.534036814658339e-01, 5.781264685559435e-01, 2.094999978273564e+02, 1.033382625077009e+04, -4.216849254158668e-05, 1.207072056860384e+08, 8.202729981818572e+05, 6.514396176372094e+02, 1.700000089208063e+00, -7.133779893836085e-09
22, 4.573100615294273e-01, 5.692745196929709e-01, 2.094999976113363e+02, 1.033382624353326e+04, -4.847950564838306e-05, 1.207072055613416e+08, 8.202729980141837e+05, 6.514396176180948e+02, 1.700000097765052e+00, -7.791674032869092e-09
23, 4.640356610811447e-01, 5.769619252717347e-01, 2.094999977125768e+02, 1.033382624580702e+04, -4.632310278027439e-05, 1.207072056199569e+08, 8.202729981001024e+05, 6.514396176282638e+02, 1.700000093513208e+00, -7.454558008199741e-09
24, 4.692326536872047e-01, 5.679537817697229e-01, 2.094999975002232e+02, 1.033382623866120e+04, -5.336554069766529e-05, 1.207072054968391e+08, 8.202729979181569e+05, 6.514396176066488e+02, 1.700000102054120e+00, -8.168450873799425e-09
25, 4.752297650677123e-01, 5.764272208862014e-01, 2.094999976273878e+02, 1.033382624210568e+04, -5.016121230827058e-05, 1.207072055705026e+08, 8.202729980263943e+05, 6.514396176194740e+02, 1.700000096807856e+00, -7.743763869143313e-09
26, 4.824052979076552e-01, 5.671644827861039e-01, 2.094999973284903e+02, 1.033382623165781e+04, -5.843474424777809e-05, 1.207072053967037e+08, 8.202729977547820e+05, 6.514396175864898e+02, 1.700000108887290e+00, -8.809479071205070e-09
27, 4.858592243648765e-01, 5.769648565509875e-01, 2.094999975498738e+02, 1.033382623870520e+04, -5.293946835441852e-05, 1.207072055250287e+08, 8.202729979442018e+05, 6.514396176089804e+02, 1.700000099919055e+00, -8.066259455625885e-09
28, 4.940357571336407e-01, 5.634981966191215e-01, 2.094999969910950e+02, 1.033382621952220e+04, -6.637319006230886e-05, 1.207072052021721e+08, 8.202729975015097e+05, 6.514396175580566e+02, 1.700000122047609e+00, -9.803234018582221e-09
29, 4.955233884889493e-01, 5.775684075669583e-01, 2.094999974106881e+02, 1.033382623343058e+04, -5.663206250185932e-05, 1.207072054442789e+08, 8.202729978241799e+05, 6.514396175946865e+02, 1.700000105425952e+00, -8.537184829338831e-09
30, 5.050773391234405e-01, 5.774152402536810e-01, 2.094999972129501e+02, 1.033382622639611e+04, -6.153098773699781e-05, 1.207072053302416e+08, 8.202729976747348e+05, 6.514396175778561e+02, 1.700000113159585e+00, -9.123557217206954e-09
31, 5.050505948881872e-01, 5.621768051257084e-01, 2.094999968920122e+02, 1.033382621536137e+04, -6.928344293239196e-05, 1.207072051459145e+08, 8.202729974558749e+05, 6.514396175544503e+02, 1.700000125588533e+00, -9.982289622469274e-09
32, 5.146020303892815e-01, 5.771148145128024e-01, 2.094999970658763e+02, 1.033382622124546e+04, -6.529592826566609e-05, 1.207072052457428e+08, 8.202729975736733e+05, 6.514396175670034e+02, 1.700000118845877e+00, -9.520088641700825e-09
33, 5.172494926977230e-01, 5.622906501174791e-01, 2.094999973852606e+02, 1.033382623086221e+04, -6.082363954654472e-05, 1.207072054310801e+08, 8.202729978543948e+05, 6.514396176006798e+02, 1.700000105758627e+00, -8.418631748585612e-09
34, 5.245815365130729e-01, 5.757089519272016e-01, 2.094999971152026e+02, 1.033382622182109e+04, -6.451292761290598e-05, 1.207072052743513e+08, 8.202729976179753e+05, 6.514396175723608e+02, 1.700000116667600e+00, -9.346262192286474e-09
35, 5.302776437192257e-01, 5.611611775796663e-01, 2.094999992496811e+02, 1.033382628789615e+04, -2.195326327001034e-05, 1.207072065108706e+08, 8.202729994238466e+05, 6.514396177858349e+02, 1.700000030052427e+00, -2.260631812014016e-09
36, 5.348653860156196e-01, 5.763712108159534e-01, 2.094999975951594e+02, 1.033382623693058e+04, -5.544345473146138e-05, 1.207072055524917e+08, 8.202729980267682e+05, 6.514396176208123e+02, 1.700000097211428e+00, -7.742296709450238e-09
37, 5.429401490321107e-01, 5.584960247821903e-01, 2.095000029748765e+02, 1.033382639735589e+04, 6.550503625530040e-05, 1.207072086682740e+08, 8.202730025646477e+05, 6.514396181566024e+02, 1.699999878009328e+00, 1.006281348547448e-08
