,Index,pressure,density,temperature,soundspeed,Mach,Z,g,A,x
0,0,0.9761923847695392,0.9598386768313208,0.9982742190154056,1.0671588725291699,0.28342360718774223,0.610177719857043,0.5081078385448612,2.5114806666666665,0.007534442
1,1,0.9761923847695392,0.9598386768313208,0.9982742190154056,1.0671588725291699,0.28342360718774223,0.610177719857043,0.5081078385448612,2.4388693333333333,0.007316608
2,2,0.9742084168336672,0.9565652656432292,0.998131436343151,1.0689508099660243,0.2947555147103706,0.6111088427735053,0.5096568821879932,2.367751,0.007103253
3,3,0.9722244488977956,0.9533028031315764,0.9979888039909948,1.0707402098351677,0.3056339644007227,0.612038906550463,0.5112050773424711,2.298156,0.006894468
4,4,0.9702404809619238,0.9500512190541669,0.9978463201585855,1.072527070788191,0.3161062060372794,0.6129679148915579,0.512752338327598,2.2301133333333336,0.00669034
5,5,0.968256513026052,0.9468104437576592,0.9977039830518111,1.0743113917481046,0.32621177654462535,0.6138958715071299,0.5142985822709009,2.1636509999999998,0.006490953
6,6,0.9662725450901803,0.943580408172928,0.9975617908827612,1.0760931719006142,0.3359841613151456,0.6148227801132833,0.5158437290334374,2.098797333333333,0.006296392
7,7,0.9642885771543084,0.9403610438102576,0.9974197418697066,1.0778724106859074,0.34545202149201404,0.6157486444310915,0.5173877011372898,2.0355796666666666,0.006106739
8,8,0.9603206412825652,0.9339540576616501,0.9971360662152918,1.0814232631382292,0.3635700212974343,0.6175972551054754,0.5204718243365113,1.9740239999999998,0.005922072
9,9,0.9583366733466934,0.9307663017514747,0.9969944360409885,1.0831948768847501,0.3722606588024502,0.6185200089213869,0.5220118331491495,1.9141563333333333,0.005742469
10,10,0.9563527054108216,0.9275889488055052,0.9968529419567062,1.0849639494076435,0.380728752242163,0.6194417333660709,0.5235503826037274,1.8560023333333333,0.005568007
11,11,0.9523847695390782,0.9212651897063119,0.9965703550582651,1.0884944733643058,0.3970551683230152,0.6212821090768343,0.5266228448731238,1.7995853333333334,0.005398756
12,12,0.9484168336673346,0.914982261648983,0.9962882915789598,1.0920148422131895,0.41265050295530675,0.6231184121070924,0.5296887162382657,1.7449299999999999,0.00523479
13,13,0.9444488977955912,0.9087396545887684,0.9960067376708379,1.0955250662735057,0.4275970612754333,0.624950672310425,0.5327475360101495,1.6920586666666666,0.005076176
14,14,0.9404809619238476,0.9025368670017556,0.9957256795772743,1.099025158769572,0.4419628630160632,0.6267789195050619,0.5357988758687181,1.6409936666666667,0.004922981
15,15,0.9365130260521042,0.896373405736123,0.9954451036311349,1.10251513563272,0.4558049136111269,0.6286031834557673,0.5388423381039749,1.5917563333333333,0.004775269
16,16,0.9325450901803608,0.8902487858643842,0.9951649962528452,1.105995015313612,0.4691715689531291,0.6304234938570714,0.5418775539428262,1.5443673333333334,0.004633102
17,17,0.9265931863727456,0.881133642734268,0.9947456842548064,1.1111959487001015,0.48841931078955153,0.6331466112962765,0.5464141759392858,1.4988466666666667,0.00449654
18,18,0.9206412825651302,0.8721032456317456,0.9943273509997967,1.1163742898937339,0.5068067937619503,0.6358609993401769,0.5509304365365748,1.4552133333333332,0.00436564
19,19,0.9146893787575152,0.8631560575695483,0.993909951700945,1.1215301278889793,0.5244301782215286,0.6385667568808624,0.5554254109591812,1.4134856666666669,0.004240457
20,20,0.9087374749498998,0.8542905795562947,0.9934934419597885,1.1266635604017787,0.5413694478096014,0.6412639821224813,0.559898284517963,1.373681,0.004121043
21,21,0.9008016032064128,0.8425945249203546,0.9929394033478369,1.133473467327984,0.5630060158420763,0.6448471782784746,0.5658265164476839,1.3358163333333333,0.004007449
22,22,0.8928657314629259,0.8310377707795941,0.9923867645417245,1.140243998765961,0.5836783480344798,0.6484156076934711,0.571712759011175,1.2999073333333333,0.003899722
23,23,0.8849298597194389,0.8196170596414548,0.991835423174192,1.1469754409210706,0.6034960380833437,0.6519694961816576,0.5775558307479887,1.2659686666666667,0.003797906
24,24,0.876993987975952,0.8083292391606949,0.9912852778262982,1.1536680947769178,0.6225505886902292,0.6555090665283705,0.5833547796414246,1.2340153333333332,0.003702046
25,25,0.8670741482965931,0.7944017020826263,0.9905991249290922,1.1619798437516269,0.6454124173645104,0.6599137288249965,0.5905402940234593,1.2040603333333333,0.003612181
26,26,0.8571543086172344,0.780671299778743,0.989914489036052,1.1702321071363218,0.6673291313585589,0.6642967836009723,0.5976546329075703,1.1761163333333333,0.003528349
27,27,0.8452505010020039,0.7644472777612401,0.9890946566386122,1.1800572153930613,0.6925299558344232,0.6695285088991068,0.6060969205354172,1.1501949999999999,0.003450585
28,28,0.8353306613226453,0.7511314436161278,0.988412680364012,1.1881809062390822,0.7127184259580942,0.673865470497881,0.6130526397065637,1.126307,0.003378921
29,29,0.8234268537074148,0.735389894217099,0.9875954847230137,1.1978536512108644,0.7360816750630013,0.6790430437126087,0.6213039692450693,1.1044626666666666,0.003313388
30,30,0.8095390781563127,0.7173416025271719,0.9866432968950836,1.209035622492148,0.7622865361223912,0.6850474610677955,0.6307991982201522,1.084671,0.003254013
31,31,0.7956513026052104,0.6996225059858396,0.9856919144649824,1.2201085095197899,0.7874977888969613,0.6910139960377133,0.640154033749726,1.0669403333333334,0.003200821
32,32,0.7817635270541081,0.6822206071827773,0.984740818005923,1.2310741019102187,0.8118397055579533,0.6969436453744526,0.6493700488411747,1.051278,0.003153834
33,33,0.7658917835671343,0.6627065508124211,0.9836535320855001,1.2434770716200954,0.8387298807534993,0.7036764596639546,0.6597351779421912,1.0376906666666668,0.003113072
34,34,0.7500200400801603,0.6435758618711767,0.9825651552013311,1.2557447279585507,0.8647580672085063,0.7103637538338472,0.6699249164861809,1.0261843333333334,0.003078553
35,35,0.7341482965931864,0.6248133656215112,0.9814748944665226,1.2678795185530813,0.8900403876942246,0.7170068764248396,0.6799429416899361,1.0167633333333335,0.00305029
36,36,0.7162925851703407,0.6041278460084314,0.9802450955717199,1.2813752588239675,0.9177165095932359,0.724429212514119,0.6910127906173356,1.0094316666666665,0.003028295
37,37,0.698436873747495,0.5838709672028574,0.9790107197695165,1.2947089834988597,0.9447012136839728,0.7317990872310813,0.7018758607406285,1.0041926666666667,0.003012578
38,38,0.6785971943887775,0.5618440943288285,0.9776323547403001,1.3093378521789454,0.9740064940394014,0.73992841387649,0.7137103176436048,1.0010483333333333,0.003003145
39,39,0.6587575150300602,0.5403008352186884,0.9762451339668247,1.3237742360132116,1.002726746524447,0.7479974082883247,0.7253041729299687,1.0,0.003
40,40,0.6587575150300602,0.5403008352186884,0.9762451339668247,1.3237742360132116,1.002726746524447,0.7479974082883247,0.7253041729299687,1.0,0.003
41,41,0.6587575150300602,0.5403008352186884,0.9762451339668247,1.3237742360132116,1.002726746524447,0.7479974082883247,0.7253041729299687,1.0000099999999998,0.00300003
42,42,0.6587575150300602,0.5403008352186884,0.9762451339668247,1.3237742360132116,1.002726746524447,0.7479974082883247,0.7253041729299687,1.0000099999999998,0.00300003
