,Index,pressure,density,temperature,soundspeed,Mach,Z,g,A,x
0,0,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.2854733452380955,0.000579865773
1,1,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.284739642857143,0.00115973155
2,2,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.283497642857143,0.00173959732
3,3,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.281731833333334,0.00231946309
4,4,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.279426678571429,0.00289932886
5,5,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.276566833333334,0.00347919464
6,6,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.273137976190476,0.00405906041
7,7,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.269126190476191,0.00463892618
8,8,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.26451755952381,0.00521879195
9,9,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.259298154761905,0.00579865773
10,10,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.2534542023809525,0.0063785235
11,11,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.246973178571429,0.00695838927
12,12,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.239843321428571,0.00753825504
13,13,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.23205280952381,0.00811812082
14,14,0.9900801603206414,0.9894633759514869,0.9997097409917997,3.9130418556926294,0.1455076238222719,0.9009328525231446,0.9439705337281268,4.223589880952381,0.00869798659
