,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,G,Z,s
0,209.5,63079000.0,1.7,9729.0,3.8956e-10,0,820270.0,2.9467e-12,652.64,,0.0,0.0,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
1,209.5,63079000.0,1.7,9729.0,3.0502e-10,0,820270.0,3.0407e-12,652.64,,0.001,0.001,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
2,209.5,63079000.0,1.7,9729.0,2.2048e-10,0,820270.0,3.1348e-12,652.64,,0.002,0.002,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
3,209.5,63079000.0,1.7,9729.0,1.3593e-10,0,820270.0,3.2288e-12,652.64,,0.003,0.003,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
4,209.5,63079000.0,1.7,9729.0,5.1389e-11,0,820270.0,3.3229e-12,652.64,,0.004,0.004,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
5,209.5,63079000.0,1.7,9729.0,-3.3154e-11,0,820270.0,3.4169e-12,652.64,,0.005,0.005,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
6,209.5,63079000.0,1.7,9729.0,-1.177e-10,0,820270.0,3.511e-12,652.64,,0.006,0.006,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
7,209.5,63079000.0,1.7,9729.0,-2.0224e-10,0,820270.0,3.6051e-12,652.64,,0.007,0.007,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
8,209.5,63079000.0,1.7,9729.0,-2.8678e-10,0,820270.0,3.6991e-12,652.64,,0.008,0.008,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
9,209.5,63079000.0,1.7,9729.0,-3.7133e-10,0,820270.0,3.7932e-12,652.64,,0.009,0.009,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
10,209.5,63079000.0,1.7,9729.0,-4.5587e-10,0,820270.0,3.8872e-12,652.64,,0.01,0.01,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
11,209.5,63079000.0,1.7,9729.0,-5.4041e-10,0,820270.0,3.9813e-12,652.64,,0.011,0.011,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
12,209.5,63079000.0,1.7,9729.0,-6.2496e-10,0,820270.0,4.0753e-12,652.64,,0.012,0.012,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
13,209.5,63079000.0,1.7,9729.0,-7.095e-10,0,820270.0,4.1694e-12,652.64,,0.013,0.013,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
14,209.5,63079000.0,1.7,9729.0,-7.9404e-10,0,820270.0,4.2635e-12,652.64,,0.014,0.014,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
15,209.5,63079000.0,1.7,9729.0,-8.7859e-10,0,820270.0,4.3575e-12,652.64,,0.015,0.015,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
16,209.5,63079000.0,1.7,9729.0,-9.6313e-10,0,820270.0,4.4516e-12,652.64,,0.016,0.016,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
17,209.5,63079000.0,1.7,9729.0,-1.0477e-09,0,820270.0,4.5456e-12,652.64,,0.017,0.017,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
18,209.5,63079000.0,1.7,9729.0,-1.1438e-09,0,820270.0,4.6377e-12,652.64,,0.018,0.018,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
19,209.5,63079000.0,1.7,9729.0,-1.2946e-09,0,820270.0,4.7201e-12,652.64,,0.019,0.019,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
20,209.5,63079000.0,1.7,9729.0,-1.4455e-09,0,820270.0,4.8025e-12,652.64,,0.02,0.02,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
21,209.5,63079000.0,1.7,9729.0,-1.5963e-09,0,820270.0,4.8849e-12,652.64,,0.021,0.021,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
22,209.5,63079000.0,1.7,9729.0,-1.7472e-09,0,820270.0,4.9673e-12,652.64,,0.022,0.022,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
23,209.5,63079000.0,1.7,9729.0,-1.8981e-09,0,820270.0,5.0497e-12,652.64,,0.023,0.023,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
24,209.5,63079000.0,1.7,9729.0,-2.0489e-09,0,820270.0,5.1321e-12,652.64,,0.024,0.024,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
25,209.5,63079000.0,1.7,9729.0,-2.1998e-09,0,820270.0,5.2145e-12,652.64,,0.025,0.025,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
26,209.5,63079000.0,1.7,9729.0,-2.3506e-09,0,820270.0,5.2969e-12,652.64,,0.026,0.026,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
27,209.5,63079000.0,1.7,9729.0,-2.5015e-09,0,820270.0,5.3793e-12,652.64,,0.027,0.027,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
28,209.5,63079000.0,1.7,9729.0,-2.6524e-09,0,820270.0,5.4617e-12,652.64,,0.028,0.028,0.3,0,0.32869970180803176,0.3311753550277774,507.59931095305205
