,Index,pressure,density,temperature,soundspeed,Mach,Z,g,A,x
0,0,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.2854733452380955,0.000579865773
1,1,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.284739642857143,0.00115973155
2,2,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.283497642857143,0.00173959732
3,3,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.281731833333334,0.00231946309
4,4,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.279426678571429,0.00289932886
5,5,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.276566833333334,0.00347919464
6,6,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.273137976190476,0.00405906041
7,7,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.269126190476191,0.00463892618
8,8,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.26451755952381,0.00521879195
9,9,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.259298154761905,0.00579865773
10,10,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.2534542023809525,0.0063785235
11,11,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.246973178571429,0.00695838927
12,12,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.239843321428571,0.00753825504
13,13,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.23205280952381,0.00811812082
14,14,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.223589880952381,0.00869798659
15,15,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.214442833333333,0.00927785236
16,16,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.2046013095238095,0.00985771813
17,17,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.1940560357142855,0.0104375839
18,18,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.18279780952381,0.0110174497
19,19,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.17081736904762,0.0115973155
20,20,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.158105523809525,0.0121771812
21,21,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.144654452380953,0.012757047
22,22,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.130457869047619,0.0133369128
23,23,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.11550955952381,0.0139167785
24,24,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.099803321428571,0.0144966443
25,25,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.083332976190476,0.0150765101
26,26,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.066093547619048,0.0156563759
27,27,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.048082107142857,0.0162362416
28,28,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.029295892857143,0.0168161074
29,29,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,4.009732154761905,0.0173959732
30,30,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,3.9893881190476193,0.017975839
31,31,0.9900801603206414,0.988211842284498,0.9996122610491792,2.4661279161720344,0.15385719693050687,0.8017097919052961,0.8425165821700574,3.9682620952380954,0.0185557047
32,32,0.9880961923847696,0.9858595096636069,0.9995344715099145,2.4670530022111157,0.1685792458905999,0.8020748111102365,0.8427456115876504,3.9463549166666674,0.0191355705
33,33,0.9880961923847696,0.9858595096636069,0.9995344715099145,2.4670530022111157,0.1685792458905999,0.8020748111102365,0.8427456115876504,3.9236677857142856,0.0197154363
34,34,0.9880961923847696,0.9858595096636069,0.9995344715099145,2.4670530022111157,0.1685792458905999,0.8020748111102365,0.8427456115876504,3.900201892857143,0.020295302
35,35,0.9880961923847696,0.9858595096636069,0.9995344715099145,2.4670530022111157,0.1685792458905999,0.8020748111102365,0.8427456115876504,3.8759584523809525,0.0208751678
36,36,0.9880961923847696,0.9858595096636069,0.9995344715099145,2.4670530022111157,0.1685792458905999,0.8020748111102365,0.8427456115876504,3.850939452380953,0.0214550336
37,37,0.9880961923847696,0.9858595096636069,0.9995344715099145,2.4670530022111157,0.1685792458905999,0.8020748111102365,0.8427456115876504,3.8251497500000005,0.0220348994
38,38,0.9880961923847696,0.9858595096636069,0.9995344715099145,2.4670530022111157,0.1685792458905999,0.8020748111102365,0.8427456115876504,3.798594857142857,0.0226147651
39,39,0.9880961923847696,0.9858595096636069,0.9995344715099145,2.4670530022111157,0.1685792458905999,0.8020748111102365,0.8427456115876504,3.771280285714286,0.0231946309
