,Index,Z,Msup,Psup,Msub,Psub
0,0,0.5,1.9489489489489489,0.10500221115952339,0.2973873873873874,0.9402256949364198
1,1,0.6,1.992992992992993,0.10293435046863023,0.2993693693693694,0.9395065724910001
2,2,0.7,2.041041041041041,0.1005299152276827,0.3013513513513514,0.9387856141189954
3,3,0.7999999999999999,2.089089089089089,0.09856020469238563,0.30234234234234236,0.9384514045351582
4,4,0.8999999999999999,2.141141141141141,0.09633538467331117,0.3043243243243244,0.9377284485588305
