,Index,VAD/vc,PAD/Pc,VBD/vc,PBD/Pc
0,0,1.2,0.9953996485708493,2.3535268302174943,0.8171717171717172
1,1,1.236734693877551,1.000622584688498,2.0512886333031584,0.8698989898989898
2,2,1.2795918367346937,1.0041934172359352,1.9969626110945626,0.8845454545454545
3,3,1.340816326530612,1.0038551207874824,1.861315175840016,0.9138383838383839
4,4,1.457142857142857,0.9926525794817166,1.651826646510744,0.9577777777777778
